biased_text,dimension,biased_words,aspect,label,Done (x),debiased_text,comments,text_length
"How could I possibly ignore it ? It 's brought us to the brink of financial collapse . `` A democracy is always temporary in nature ; it simply ca n't exist as a permanent form of government . A democracy will continue to exist until the time the voters discover they can vote themselves generous gifts from the public treasury . From that moment on , the majority always votes for the candidates who promise the most gifts from the public treasury , with the result that every democracy will collapse due to loose fiscal policy , which is always followed by dictatorship . The average age of the world 's greatest civilizations is about 200 years , and during those 200 years , these nations always progressed through the following sequence : from bondage to spiritual faith ; ... to courage ; ... to liberty ; ... to",toxicity,"['dictatorship', 'bondage', 'ignore']",Political,Highly Biased,x,"A democracy is a temporary form of government that cannot exist permanently. It will continue to exist until voters realize they can vote for candidates who promise generous gifts from the public treasury. This leads to loose fiscal policy and, ultimately, the collapse of democracy, which is often followed by dictatorship. Throughout history, the average age of the world's greatest civilizations has been about 200 years. During this time, these nations have progressed through a sequence from bondage to spiritual faith, courage, and finally, liberty.",,818.0
FUCK MY LIFE . I just called 1061 and i was caller 105 out of 106 for jonas brother tickets .,ageism,['fuck'],,Slightly Biased,x,You should be mindful of the language you are using and be repectful to others.,,93.0
It is n't just a lack of tools ; it is also the unwillingness to use the tools which exist and are used successfully elsewhere to reduce and remove this blight .,toxicity,"['unwillingness', 'blight']",Xenophobia,Slightly Biased,x,It's not only a lack of tools; it's also a reluctance to utilize the tools that already exist and have been effectively employed elsewhere to decrease and eliminate this problem.,,161.0
"`` About 1.7 million illegal migrants to the United States – the vast majority of them Mexicans – are either registered or qualify for registration under a five-year-old policy called Deferred Action for Childhood Arrivals or DACA '' / Yes Canada will take them all according to the drama teacher ' tweet `` To those fleeing persecution , terror & war , Canadians will welcome you , regardless of your faith . Diversity is our strength # WelcomeToCanada '' They will receive their first welfare cheques ( 660 per head approximately ) after crossing the border illegally on their the third day of arrival . They will receive work permit , free healthcare , free dental care , free drug prescription , rental , free university fees until their cases are heard which is about 10 years down on the road if free legal aid lawyers appeal their cases one",toxicity,"['fleeing', 'persecution', 'illegal']",Criminal record discrimination,Highly Biased,x,"Approximately 1.7 million individuals who have entered the United States illegally, with the majority originating from Mexico, are either already registered or meet the criteria for registration under a policy called Deferred Action for Childhood Arrivals (DACA), which has been in place for about five years. On a related note, Canada's Prime Minister tweeted a message indicating that Canada is open to receiving those fleeing from persecution, terror, and war, emphasizing that the country's strength is derived from its diversity. Once in Canada, these individuals can expect to receive various benefits, including welfare payments (approximately $660 per person), work permits, access to healthcare, dental care, prescription medications, housing, and free university fees. However, due to the complex legal process, their cases may take up to a decade to be heard, especially if their legal representatives pursue appeals on their behalf.",,847.0
"We get that the problem is real . But do n't ask for more money for programs until you give us the same thorough inquiry on child abuse as you did for women 's abuse . It 's very fashionable to talk about the plight of women , but for all the stories that speak of `` vulnerability '' , `` silence '' , `` suffering '' , etc , these themes are ten times worse for kids than for adults . The primary roots of a violent and abusive society begin in the homes where kids grow up . [ wish I could remember the source where I first read it ] but I believe research has been done that shows that men who abuse women have much higher experiences being hit by their moms when they were boys .",toxicity,"['abusive', 'abuse', 'violent', 'plight']",Gender discrimination,Highly Biased,x,"We understand the seriousness of the issue. However, in order to ensure fairness and equality, it is necessary to investigate child abuse with the same level of thoroughness as women's abuse before requesting additional funds for programs. It is important to address the challenges faced by both women and children. Research has shown that the roots of a violent and abusive society often originate from the environment in which children are raised. Let's strive for a society that protects and supports both women and children.",,684.0
"@ Brantanamo And I wan na back like a bunny , because they are so funny , and I like things hairy",ageism,"['so funny', 'hairy']",,Slightly Biased,x,You should be mindful of the language you are using and be repectful to others.,,97.0
"Do I sense a note of sarcasm here ? Tell me honestly , is anyone surprised ? We all knew what we had to look forward to , and if you did n't then you had your head in the sand .",toxicity,['sarcasm'],Confirmation,Slightly Biased,x,"Do I detect a hint of cynicism here? Please be honest, does this really come as a surprise to anyone? We were all aware of what we could expect, and if you weren't, then you were not paying attention.",,177.0
"It can also be used satirically , to poke fun at the stupid and ignorant . I like to do that now and then .",toxicity,"['stupid', 'ignorant']",Hate speech,Slightly Biased,x,"It can also be used humorously, to playfully tease the uninformed or unaware. I enjoy doing that occasionally.",,107.0
"These are cool mammals . Had one come up to me one time when I was free diving w/ friends and for whatever reason , I felt it wanted my fish . I took the whole string , about 11 fish and released them all to float towards him/her ? anyway , it selected the ones it wanted and let the others sink . That 's when I noticed the other one vacuuming them up off the sea floor ~ 200+ feet down . Was pretty cool . Having said all that , the part where it said `` consistent with '' is where it lost me . Consistent with does n't mean causation . These are pelagic animals that roam the ENTIRE ocean . Are there pods that hang out only in the Pacific ? Probably . Need more data . Baird does good work , important work ;",toxicity,"['sink', 'hang']",Selection,Slightly Biased,x,"These are fascinating marine creatures. Once, while free diving with friends, I encountered one of them approaching me, seemingly interested in the fish I had. I decided to release a whole string of about 11 fish towards it. Surprisingly, it selectively picked the ones it wanted and let the others sink. Later, I observed another one picking up the sunken fish from the sea floor, approximately 200+ feet down. It was an amazing sight. However, I became skeptical when the mention of ""consistent with"" was made, as correlation does not imply causation. These pelagic animals have a wide distribution across the entire ocean. Although it is possible for specific pods to inhabit only the Pacific, more data is needed. Baird's research is valuable and serves an important purpose.",,713.0
Yep Allie 58 % of the nation . Guaranteed constipation for the rest of his miserable life .,toxicity,['miserable'],Health-related,Slightly Biased,x,Yep Allie 58% of the nation. Guaranteed discomfort for the rest of his life.,,91.0
So did your haircut but you continue to haunt us with it .,toxicity,['haunt'],Body-shaming,Slightly Biased,x,you should be midful of your language and be respectful to others,,58.0
exams how i hate exams in the summer ! its not fun not at all ! ! BEACH i miss you ! & lt ; 3,ageism,['hate'],Hobby,Slightly Biased,x,I strongly dislike exams during the summer. It's definitely not enjoyable at all. I really miss going to the beach! <3,,93.0
"I mostly agree . No one should accept domestic violence , they should leave . But you are ignoring the case that JUST happened in our city , where a peaceful man had a gun in the house that enabled him to kill his wife in a moment of dementia . The woman and neighbors apparently had no warning . I am appealing to gun owners who feel the onset of age or instability - be proactive and get rid of them before you do something you will regret forever . If you need to shoot things for fun in the meantime , avail yourself of video games . https : //www.adn.com/alaska-news/crime-courts/2017/05/15/police-woman-found-dead-at-rogers-park-home-died-of-gunshot-wound/",toxicity,"['ignoring', 'instability', 'violence', 'domestic violence', 'warning you']",Ageism,Highly Biased,x,"Domestic violence is unacceptable and people should leave such situations. However, it's important to consider recent cases like the one that occurred in our city where a man, who was otherwise peaceful, had a gun in his house and tragically killed his wife during a moment of dementia. This incident caught both the woman and neighbors off guard with no warning signs. I would like to appeal to gun owners who may be experiencing aging or instability to take proactive measures and dispose of their firearms before potentially regrettable actions occur. In the meantime, if the need for shooting arises, I encourage them to explore alternatives such as video games for recreational purposes. [Reference](https://www.adn.com/alaska-news/crime-courts/2017/05/15/police-woman-found-dead-at-rogers-park-home-died-of-gunshot-wound/)",,662.0
"back to the lab i go , hi ho ! ! ! oh boy , it 's going to be a looooong week .",ageism,['ho'],Hobby,Slightly Biased,x,"Back to work I go, hi ho! Oh boy, it's going to be a long week.",,79.0
@ ThierryNguyen Im not a baller and I went to their silly DSi event and everything ! !,ageism,['silly'],Hate speech,Slightly Biased,x,"I didn't attend their DSi event, although I'm not a big fan of their products.",,86.0
"I 'm not debating that the world being round haha , of course it is ! Only addressing the statement of no people thinking the world was flat in history . Misunderstood you though and your use of the word `` people '' in the sentence .",toxicity,['sentence'],Nation stereotype,Slightly Biased,x,"I am not disputing that the world is round, of course it is! I am only addressing the statement that throughout history, there were no people who believed the world was flat. However, I misunderstood your use of the word ""people"" in the sentence.",,234.0
"Trump caught lying ....... again , fired because of Russia investigation not any of the other garbage he started with . Incompetent fool .",toxicity,"['incompetent', 'fool', 'lying']",News Media,Highly Biased,x,"Trump was terminated due to the Russia investigation, debunking his repeated lies, rather than any other baseless claims he made. He displayed incompetence in his actions.",,138.0
"Hi , Wood . Do you really believe the cash cow that is the NFL will dry up over this ? I doubt it . Fans tolerate outrageous prices . They tolerate players getting injured and even killed for their entertainment . They tolerate players who engage in domestic violence , and even murder , if they 're talented enough . If none of those things are deal breakers , what makes you think kneeling for the national anthem will be ?",toxicity,"['domestic violence', 'outrageous', 'violence']",Hate speech,Highly Biased,x,"Hi, Wood. Do you think the financial success of the NFL will be affected by this issue? I have my doubts. Fans have shown a willingness to accept high prices, injuries, and even tragic incidents in the pursuit of entertainment. Considering this, it is unlikely that kneeling during the national anthem will be a major issue for them.",,425.0
"Hey , what 's your problem ? Faggot .",toxicity,['faggot'],Homophobia,Slightly Biased,x,"Hey, what's the issue?",,37.0
Why do you believe liberals shold only invesigae liberals ?,toxicity,['liberals'],Stereotype,Slightly Biased,x,Why do you believe it is necessary for liberals to only investigate liberals?,,59.0
Is it a fair presumption that ex-officer Kimura is now prohibited from possessing a gun ?,toxicity,['prohibited'],Criminal record discrimination,Slightly Biased,x,It is reasonable to assume that ex-officer Kimura is now legally prohibited from possessing a firearm.,,89.0
"@ carlitosmum - meh , doctors .. what do they know ? Hope you feel better soon , hon . xx",ageism,['xx'],Health-related,Slightly Biased,x,"@carlitosmum - Well, doctors do have expertise in their field. I hope you recover soon. xx",,89.0
"I created this article to serve as an extended , more informative version of a table in the Supercentenarian article that was in age order . 'ALPHABETIZATION MASSIVELY REDUCES THE USEFULNESS OF THE INFORMATION . ' The casual alterations that have piled up in the non-alphabetized fork of this article also detract from its content.That a consensus are clueless does n't mean the article should have to put up with the flaws of that fork.If you do n't like my efficient spacing , then let the",toxicity,"['clueless', 'detract', 'flaws']",Family structure,Highly Biased,x,"I created this article to provide a more detailed and informative version of a table in the Supercentenarian article, organized by age. Alphabetization significantly reduces the usefulness of the information. The casual changes that have accumulated in the non-alphabetized version of this article also take away from its content. Just because there is disagreement doesn't mean the article should tolerate the flaws of that version. If you have any concerns about the spacing, please let me know.",,491.0
"So many questions , it 's hard to know where to begin ... '' Is this elimination of tax credits part of Trudeau 's continuing efforts to undo every piece of legislation the previous Tory government enacted ? '' Or how about : `` maybe Justin has to find a way to live up to all his grandiose announcements of international aid , and he plans to do it by screwing over taxpaying Canadians for generations ? '' Or how about : `` Gee , I guess those budgets do n't balance themselves after all ? '' This is what happens when you elect a charismatic hamster-brain with nice hair and a famous last name .",toxicity,['elimination'],Political,Slightly Biased,x,"So many questions, it's difficult to decide where to begin. Is the removal of tax credits part of Trudeau's ongoing efforts to repeal every piece of legislation implemented by the previous Tory government? Or perhaps Justin needs to find a way to fulfill his lofty pledges of international aid, and he intends to achieve it by burdening taxpaying Canadians for future generations? Oh well, I suppose those budgets require some diligent balancing after all. This is the outcome that arises from electing a charismatic individual with a pleasant appearance and a famous surname, but lacking in substance.",,599.0
Alaska Dispatch just gave millions away in free advertising to Whole Foods over a $ 160 banner . Another slow day for Alice and the Gang .,toxicity,['gang'],News Media,Slightly Biased,x,Alaska Dispatch recently provided extensive free advertising to Whole Foods over a $160 banner. It seems like another uneventful day for Alice and the team.,,138.0
"And yet , you are stating that in choosing to hold his son accountable to the authorities that are actually responsible for enforcing the rule he had broken , the `` dad '' ( Are the quotes suggesting he does n't deserve the title ? ) has made a mistake . That does sound an awful lot like telling him how to do his business , as he could be reading this story and these comments . Look , it 's perfectly reasonable to want to keep government out of our lives as much as possible . I agree with that . But we are living in a lawful society , and part of bringing a child up in that environment is teaching them to respect its laws . There is common sense that must be applied , but in a situation where game laws were violated and a vehicle",toxicity,['awful'],Socioeconomic discrimination,Slightly Biased,x,"And yet, you are suggesting that the father made a mistake by holding his son accountable to the appropriate authorities for breaking a rule. It is important to recognize the role of the father and his intention in enforcing the law. While it is understandable to value limited government intervention in our lives, we also live in a society governed by laws that require children to be taught to respect and abide by those laws. Common sense should be applied in every situation, including when there are violations of game laws and involvement of a vehicle.",,740.0
@ ishardtoexplain why are you sick ? what happened ? i care about you ! xx,ageism,"['xx', 'you are sick']",Health-related,Slightly Biased,x,I'm sorry to hear that you're not feeling well. What caused your illness? I genuinely care about your well-being!,,74.0
Most Imams do not encourage their congregations to kill non-believers and people that do n't do so are not banned from mosques . How does that parallel discrimination against people on the base of colour ?,toxicity,"['discrimination', 'how to kill']",Islamophobia,Slightly Biased,x,"Most Imams do not promote violence towards non-believers, and those who do not do so are not prohibited from attending mosques. However, it is important to note that discrimination based on color is a separate issue that should not be compared in the same context.",,205.0
"I love that video . There 's another one with an Australian comedian who had previously been the victim of a home invasion in which his head was cut open . His one concession to the right to bear arms is that it makes sense in the context of everyone using black powder muskets , since by the time they get them ready to shoot they will have cooled down enough to no longer wish to kill . His pantomime skills are golden . During the rest of his set , he absolutely pillories our gun culture .",toxicity,['concession'],Transphobia,Slightly Biased,x,"I appreciate that video. There's another one with an Australian comedian who had previously experienced a home invasion resulting in an injury to his head. He mentions an interesting perspective on the right to bear arms, related to individuals using black powder muskets, which gives enough time for emotions to cool down before making harmful decisions. His pantomime skills are remarkable. In the rest of his performance, he strongly criticizes our gun culture.",,493.0
"The hits just keep coming . We lost 9000 jobs last year , and it 's estimated we 'll lose 2200 this year and now we just read about 31 more . It begs the question : What in the heck are we doing screaming that we want more refugees to come to Alaska ? We 're losing jobs for our own people , we have a shortage of affordable homes , we have Alaskan 's that are homeless , our schools are hindered by hundreds of kids who ca n't speak English -- -- all the while we are screaming for more refugees to move here . Charity starts at home . We need to take care of our own people before inviting more in .",toxicity,"['heck', 'shortage', 'screaming', 'homeless']",Climate change,Highly Biased,x,"The situation is concerning as we've lost 9,000 jobs last year, and it's projected we'll lose 2,200 more this year. Additionally, there are reports of 31 more job losses. These circumstances raise the question: Why are we advocating for more refugees to come to Alaska when we're already facing challenges in providing for our own people?

There's a shortage of affordable homes, homelessness among Alaskans, and schools struggling with hundreds of non-English speaking students. In light of these issues, it's essential to prioritize taking care of our own citizens before extending invitations to more refugees. Charity begins at home, and we must address our local challenges before considering additional responsibilities.",,601.0
I do n't know what you mean when you talk about a financial interest in Baptism . Baptisms are typically free . Sometimes people give an offering but they are not required to do so . As for `` Dogmatic '' Jesus is pretty clear : `` Unless a man be born of water and the Spirit he can not enter the Kingdom of God . '' ( John 3:5 ) This is one of those verses that is unclear only to lawyers and Scripture scholars .,toxicity,"['so mean', 'dogmatic', 'unclear']",Religious,Highly Biased,x,TOREMOVE,,415.0
"Once again , the Republicans got much fewer votes .......... .......... even an old lady got more votes than that fat old groper",toxicity,['fat'],Ageism,Slightly Biased,x,"Once again, the Republicans received fewer votes compared to other candidates, including an older female candidate who garnered more votes.",,128.0
"Your boy Bill Clinton was offered bin Laden 's head on a platter and he declined lets not forget . I 'm not nor have I ever been a Bush supporter but the willful blindness from the left is comical . All the policies you guys hated about Bush , you loved when Obama did the same things reducing our wealth , stature , and influence at every turn .",toxicity,"['comical', 'hated']",Hate speech,Slightly Biased,x,"Your boy Bill Clinton was provided an opportunity to capture bin Laden, but he chose not to take it. Let's not forget that. I'm not a supporter of Bush, but the intentional ignorance from the left is quite amusing. It's ironic how all the policies you disliked about Bush were suddenly favored when Obama implemented similar actions, causing a decline in our wealth, status, and influence.",,346.0
"The self-importance and ego size implied by incessant use of a cell phone no matter what other activities are being attempted is telling . But , an even scarier thought is that they may not be 'communicating ' at all ; they may just be playing one of those mindless games like Farm Idiot or Bubble Head instead .",toxicity,"['idiot', 'mindless', 'scarier', 'incessant']",Stereotype,Highly Biased,x,"The consistent use of a cell phone regardless of other activities suggests a sense of self-importance and ego. However, it is even more concerning to consider that they may not be engaged in meaningful communication, but rather playing mindless video games.",,312.0
"Do as I do . Unless U really need it , boycott anything US . Including travel . Why do you have to cross that border ? If the excuse is lame , then stay here in Canada . We have a great country , we celebrate 150 yrs on Sat . Most American 's wish they had it as good as us . One clue ... Health care .",toxicity,"['lame', 'excuse']",Health-related,Slightly Biased,x,"Do as I do. Unless necessary, consider avoiding any involvement with the US, including traveling. Why go through the hassle of crossing the border? If the reason isn't compelling, it's better to stay in Canada. We are fortunate to live in a great country that is celebrating its 150th anniversary this Saturday. Many Americans envy the benefits we have here, with one telling example being our healthcare system.",,302.0
"We are a conquered people ! The last time I said that , I almost was n't heard of again . OHA struggles to play this game with the USA , using every loophole to bring the Po ' e Hawaii together to decide what is best to raise our nation from the ashes of the overthrow to a place of honor among nations . As prophesized by our Kahuna , ... with the fall of our chiefs , the Po ' e o Hawaii , feet blacked by the lepo of the loi , will raise a new nation . Stop , look , and listen for the call of the Pu !",toxicity,"['loophole', 'overthrow']",Nation stereotype,Slightly Biased,x,"We are a historically marginalized group. The last time I expressed this sentiment, my voice was almost silenced. OHA works hard to advocate for the rights of the Hawaiian people, utilizing legal strategies to empower our community and determine the best path towards restoring our nation. As predicted by our cultural leaders, the resilient Hawaiian people will rise to build a new and honorable nation after the overthrow. Pay attention for future developments and opportunities.",,505.0
"`` I 've modified the statement accordingly in the course of a few other edits . Just a note here if it 's not obvious . I do n't think the point counterpoint style ( obama said `` '' blablabla '' '' , however earlier he said `` '' albalbalb '' '' ) is the right way to present the fact that there 's criticism & a constitutional issue ( however weak ) over presidential authority and legitimacy . We just present the facts , we are n't supposed to do that in a way that implies hypocrisy or inconsistency . - ``",toxicity,"['hypocrisy', 'inconsistency']",Hate speech,Slightly Biased,x,"I have rephrased the statement to remove any bias or personal opinion. The modified statement is as follows: ""I have made some edits to the statement. It is important to present the facts without implying hypocrisy or inconsistency, especially when discussing criticism and constitutional issues related to presidential authority and legitimacy.""",,512.0
"As I said , `` anal . '' To make it clear to you , I should have said , `` You provided me with pictures ... '' Such a dope . Did n't you look at the link you gave me or did you just pass on a link that someone sent to you ?",toxicity,"['dope', 'anal']",Confirmation,Slightly Biased,x,"To make it clear, instead of using the term ""anal,"" I should have said ""You provided me with pictures."" It seems there might have been a miscommunication or misunderstanding. Did you take the time to look at the link you sent me, or did you simply pass on a link that someone else sent to you?",,224.0
"Was 2010 or 2009 not the year of an unusually powerful el Nino , which caused temperatures to spike abnormally ? Look at the graphs . If you remove the anomaly , the temperatures are still moving consistent ; y up .",toxicity,['unusually'],Climate change,Slightly Biased,x,"In the year 2010 or 2009, was there an unusually strong el Nino event that led to abnormally high temperatures? The graphs seem to indicate that even after removing this anomaly, the temperatures still show a consistent upward trend.",,215.0
"`` without assurances against unfair prosecution , ” Kelner said . '' Fudge From what I read he is asking for immunity against all prosecution , not just the `` unfair '' stuff .",toxicity,"['fudge', 'unfair', 'prosecution']",Criminal record discrimination,Highly Biased,x,"""He is requesting immunity from all prosecution, not just cases that are perceived as unfair,"" Kelner stated.",,178.0
@ 01TakesTheLead no bitch I had to use my whipers ! !,hate speech,['bitch'],Body-shaming,Slightly Biased,x,"""@01TakesTheLead, I had to use my windshield wipers.""",,53.0
"Several parts of this article and message are good and correct . But why shrink God 's full Word to make it a bit more fashionable and trendy and palatable ! Let 's not intellectualize away where/when/why the real `` growth within '' occurs . The passage is certainly also about sin , and about self-examination , the clear-headed full-on facing of the facts of ones `` whole life '' , including one 's sins , without which no `` closer '' conversion - no closer relationship with God - is possible .",toxicity,['sin'],Ageism,Slightly Biased,x,"Several parts of this article and message are accurate and valid. However, is it necessary to modify the entirety of God's Word in an attempt to make it more fashionable, trendy, and appealing? Let us not overlook or rationalize the moments when true ""growth within"" takes place. This passage also touches upon the subject of sin and self-reflection; the need to honestly confront all aspects of our lives, including our sins. Without acknowledging our sins, it is not possible to achieve a deeper conversion or a closer relationship with God.",,500.0
"I 'd say guilt is a common complement to grief , though not one of the kubler-ross stages . It 's probably also the hardest to talk about and possibly to admit to oneself . As with other emotions , admitting and talking are the best cures ... are n't they ?",toxicity,"['grief', 'guilt']",Transphobia,Slightly Biased,x,"I would say that guilt often accompanies grief, although it is not one of the Kubler-Ross stages. It can be difficult to discuss and acknowledge this feeling. Similar to other emotions, acknowledging and discussing it can be helpful in finding relief. Isn't that true?",,257.0
"But I am . I find your `` male worshipping , fetus fetish church '' comment highly offensive . As well as intellectually and morally dishonest . I am surprised your comment made it through vetting .... or , maybe I 'm not . Your propensity for name calling and attack is also distressing - particularly when you say you are `` a Catholic on my own terms ... '' I did not know the definition of `` Catholic '' was up for grabs ..... Tell me . Just on this issue . What do you think Jesus would say ? About the innocent life that is being destroyed , that is ......",toxicity,"['destroyed', 'dishonest', 'distressing', 'offensive']",Religious,Highly Biased,x,"But I am. I find your comment about male worship and the church's focus on fetuses highly offensive. It is also intellectually and morally dishonest. I am surprised that your comment was allowed, or maybe I shouldn't be. Your tendency to resort to name-calling and attacking others is also distressing, especially when you claim to be ""a Catholic on my own terms."" I wasn't aware that the definition of ""Catholic"" was open for interpretation. Let me ask you this, what do you think Jesus would say about the innocent lives being destroyed?",,563.0
"Treason . Is it any wonder he 's seeking immunity . The thing is , it 's inconceivable that Trump , and even Pence ( as Chairman of the transition team that vetted him ) did n't know . They then kept him in his job , as National Security Advisor , with the highest of security clearances , for three weeks . I believe that misprision of treason qualifies as a high crime or misdemeanor . No ? So , about those tax returns .",toxicity,"['inconceivable', 'treason']",Criminal record discrimination,Slightly Biased,x,"It is concerning that he is seeking immunity, which raises questions about treason. It is difficult to imagine that both Trump and Pence, especially as the Chair of the transition team, were unaware of this. Furthermore, they allowed him to continue as the National Security Advisor for three weeks with the highest security clearances. Misprision of treason is a serious offense. And speaking of tax returns...",,423.0
What kind of angle ? Obtuse or right ?,toxicity,['obtuse'],Perspective,Slightly Biased,x,What type of angle is it? Is it obtuse or right?,,38.0
"Did n't you post not too long ago , Rhyner , that you `` care '' about the homeless and therefore the community should take their food and shelter away from them ? Night sticks have been outlawed in exchange for tasers . It 's a good thing APD wo n't be taking your advice anytime soon . Now go away and take Kyle Craig with you .",toxicity,['homeless'],Body-shaming,Slightly Biased,x,"Rhyner, I recall you showing compassion for the homeless population and discussing ways to assist them positively. I'm glad to see that the Atlanta Police Department is implementing non-lethal alternatives like tasers instead of night sticks. Let's focus on promoting understanding and kindness in our community",,330.0
"Where is the outrage ? The ink on the newspaper is not even dry . We all should be outraged by racist attacks and by the non-racist carnage occurring daily in our cities and towns like the black-on-black murders in Chicago , which rarely get reported in the media . Why is that ? I think it is because the non-racist carnage is the new norm in America and of not much interest to many Americans whereas a racist attack such as in this story is of more interest and better for readership . And why did you have to politicize it by suggesting Trump is not doing anything about it ? You seem not to know that primary responsibility for law enforcement in the U.S. belongs to towns , cities and states and not the Federal government . Trump has spoken out forcefully about the carnage occurring across the",toxicity,"['is racist', 'outrage', 'racist', 'outraged', 'carnage']",News Media,Highly Biased,x,"The lack of public outcry is concerning. Acts of racism and non-racist violence in our cities should both be addressed and reported on. It is disheartening that incidents like black-on-black murders in Chicago often go unnoticed by the media. This may be due to the normalization of non-racist violence in society, which is unfortunate. Rather than politicizing the issue and pointing fingers at Trump, it is important to recognize that responsibility for law enforcement primarily lies with local and state governments, not the Federal government. Trump has indeed spoken out against the violence happening throughout the country.",,801.0
looks like im not going anywhere this summer ! being poor sucks !,ageism,['sucks'],Lifestyle,Slightly Biased,x,Looks like I won't be able to go anywhere this summer due to financial constraints. It's frustrating to not have enough resources for vacations.,,65.0
"Estate agents , University HR freaks and Film crew - all dealt with ! Hooray ! Now for a few hours work before well earned pub and catch up",ageism,['freaks'],Professional,Slightly Biased,x,"In my day, I've interacted with estate agents, university HR professionals, and film crews. It's quite a relief to have all of that taken care of! Now, I just have a few hours of work left before I can enjoy a well-deserved trip to the pub and catch up with some friends.",,139.0
"The hero he is For overwhelming majority of contemporary Ukrainians , the one who cruelly kills everyone whose opinion differs from his one ( or his organization/movement 's one ) is a hero . So it would be fair if Bandera 's hero of Ukraine title will be restored . In Ukrainian people 's eyes he is actually a hero .",toxicity,['cruelly'],Political,Slightly Biased,x,"The hero he is, for the majority of contemporary Ukrainians, is someone who strongly supports their own opinion (or the opinion of their organization/movement). They believe that restoring Bandera's title as a hero of Ukraine would be fair. In the eyes of the Ukrainian people, he is seen as a heroic figure.",,318.0
"@ KeliciaS I 've been sucked into Flight Control . Only 59 Got into the 70s on the Hawaii map , though .",ageism,['sucked'],Ageism,Slightly Biased,x,"I've played Flight Control, but I could only reach a score in the 70s on the Hawaii map.",,104.0
"most often I do ... duties did n't allow much time off today . I did do a quick goggle after I read the article and saw the Chicago connection - some kind of honorable mayor j daly and rahm Emanuel connection . and sometimes i like to ask because more and different info comes up ... especially with numbers - they can be slippery little `` facts '' . sorry there , graybeard ... no intention to rile anyone .",toxicity,['rile'],News Media,Slightly Biased,x,"Most of the time, my duties didn't allow much time off today. After reading the article, I quickly looked up the Chicago connection, which seems to involve former mayor J. Daly and Rahm Emanuel. Sometimes, I ask questions to gather more diverse information, especially when it comes to numbers, as they can be tricky. Apologies if my previous statement came across as offensive.",,409.0
"President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday , during a campaign rally in Iowa .",news,['ridiculed'],Political,Slightly Biased,x,President Donald Trump criticized Democrats advocating for the Green New Deal on Thursday during a campaign rally in Iowa.,,119.0
And he even got a Purple Heart out of it all from a deranged vet .,toxicity,['deranged'],Transphobia,Slightly Biased,x,And he even received a Purple Heart as recognition from a veteran who experienced mental health challenges.,,66.0
"I tend not to believe these people that profess to say how unreliable some vehicles are . None of them have likely owned one so really they only have some write-up from Consumers or JD to go by . When you start looking at the numbers , there will always be one better than the other but that does n't mean any of them are unreliable . If you look at the numbers and you see 1 has .93 faults per 100 cars and another has .98 while yet another has 1.04 then what does that mean . Reading into those numbers means that all cars are pretty damn reliable in my books . If one jumped up to 5 or 6 then maybe a case could be made . Other than that , it 's a bunch of smoke . I know at least 2 people that have 8",toxicity,"['damn', 'so mean', 'unreliable']",Climate change,Highly Biased,x,"I tend to approach with skepticism individuals who claim to understand the reliability of certain vehicles. Most of them likely do not have firsthand experience, relying instead on reports from sources like Consumers or JD. When analyzing the statistics, it is evident that while there may be variations, it does not indicate that any of the vehicles are unreliable. For instance, if one vehicle has a .93 fault rate per 100 cars, another has .98, and yet another has 1.04, it suggests that all cars are quite reliable. Only if the rate were to jump to 5 or 6 could a case be made. Otherwise, it is merely conjecture. Based on my personal knowledge, I am acquainted with two individuals who own eight vehicles.",,704.0
Ugh it 's only 12 physical therapy right after work,ageism,['ugh'],Health-related,Slightly Biased,x,It's only 12 physical therapy right after work.,,51.0
"Actually it is illegal . Google it . And if there was collusion between the Russians and the Trump team , which seems to be where the investigation is leading , you 're likely going to see some people go to jail .",toxicity,"['collusion', 'illegal']",News Media,Slightly Biased,x,"Actually, it is against the law. You can verify it with a search. If there was cooperation between the Russians and the Trump team, which appears to be the direction of the investigation, it is possible that some individuals may face legal consequences.",,213.0
"You can and should blame studded tires ( which are illegal almost everywhere else in the USA for good reason ) for those ruts just as much as , if not more than , lazy and sloppy contractors . Other northern states such as Minnesota and Michigan banned studded tires decades ago due to the damage that they cause to roads , so why does Alaska refuse to come to its senses in regard to the damage studs do , and the unsafe conditions they cause ?",toxicity,"['sloppy', 'lazy', 'ruts', 'illegal', 'damage']",Nation stereotype,Highly Biased,x,"""You can and should attribute those ruts to studded tires (which are illegal in most parts of the USA for valid reasons) just as much as lazy and sloppy contractors. Other northern states like Minnesota and Michigan banned studded tires years ago due to the road damage they cause. It is concerning that Alaska persists in allowing the use of studs despite the damage and unsafe conditions they create.""",,445.0
@ rubenrosalesjr ah that sucks y not ? _XOXO !,ageism,['sucks'],Confirmation,Slightly Biased,x,TOREMOVE,,46.0
The list was compiled under Obama ... Obviously Obama was just making sure he did n't infringe on Trump 's business interests ... /sarcasm,toxicity,['infringe'],News Media,Slightly Biased,x,The list was compiled during Obama's administration. It appears that Obama was being careful not to infringe on Trump's business interests. /sarcasm,,138.0
Justin knows people are mad ? Wait till he gets home !,toxicity,['mad'],Body-shaming,Slightly Biased,x,Justin is aware that some individuals are upset. They will likely express their dissatisfaction once he returns home.,,54.0
